point_code	grts_ranking	grts_ranking_draw	sac	legacy_site	type	polygon_id	phab	source	is_centroid	measurement_date	valid_sampling_unit	valid_refpoint	valid_type	x_coord	y_coord	select_prob	measured_valid_cycle1	measured_cycle1	selection_step1	source_bwk	jaar_kartering
10021681_1	10021681	10021681	0	0	2130_hd	598196_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	37981.591973471	206990.113583292	0.652336776256561	0	0	1	048	2004
1002329_1	1002329	1002329	1	0	91E0_vc	648056_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	114301.6	178286.1	0.62902557849884	0	0	0	195	2019
10024946_1	10024946	10024946	1	0	7140_oli	382193_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	238749.591973471	180110.113583292	0.136396363377571	0	0	1	1910	2019
100262_1	100262	100262	0	0	9120	637787_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	191997.591973471	178126.113583292	0.387608140707016	0	0	1	004	2000
1002962_1	1002962	1002962	0	0	4030	458332_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	227389.591973471	188750.113583292	0.450297623872757	0	0	1	1411	2014
100297_1	100297	100297	0	0	6510_hu	601302_v2014	70	habitatmap 2020	1	NA	NA	NA	NA	93981.6	194670.1	0.614885628223419	0	0	1	055	2005
100297_2	15828937	100297	0	0	6510_hu	601302_v2014	70	habitatmap 2020	0	NA	NA	NA	NA	93983.573	194600.56	0.892897963523865	0	0	0	055	2005
10030645_1	10030645	10030645	1	0	1330_da	608752_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	80317.591973471	228782.113583292	0.621558904647827	0	0	1	0210	2002
100313_1	100313	100313	1	0	9120	173478_v2020	70	habitatmap 2020	1	NA	NA	NA	NA	106845.591973471	162798.113583292	0.238174885511398	0	0	1	184	2018
100313_1	100313	100313	1	0	9130_end	173478_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	106845.591973471	162798.113583292	0.238174885511398	0	0	1	184	2018
1003230_1	1003230	1003230	1	0	2330_bu	507054_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	155389.6	230350.1	0.903835594654083	0	0	0	148	2014
10032305_1	10032305	10032305	1	0	2170	509640_v2020	26	habitatmap 2020	1	NA	NA	NA	NA	23101.591973471	199214.113583292	0.599947392940521	0	0	0	10	2010
10032305_1	10032305	10032305	1	0	2190_overig	509640_v2020	27	habitatmap 2020	1	NA	NA	NA	NA	23101.591973471	199214.113583292	0.599947392940521	0	0	0	10	2010
10034374_1	10034374	NA	1	1	91E0_va	571005_v2018	100	habitatmap 2020	0	NA	NA	NA	NA	164942.2	178679.8	0.932516694068909	0	0	1	174	2017
1003506_1	1003506	1003506	0	0	4030	594286_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	241309.591973471	181870.113583292	0.501374065876007	0	0	0	018	2001
100377_1	100377	100377	0	0	9130_end	628344_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	101757.591973471	167566.113583292	0.402261316776276	0	0	1	008	2000
10040950_1	10040950	10040950	1	0	7140_oli	637977_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	213437.591973471	204014.113583292	0.992367565631866	0	0	0	1911	2019
10042462_1	10042462	10042462	1	0	7140_oli	581831_v2020	40	habitatmap 2020	1	NA	NA	NA	NA	180637.591973471	242766.113583292	0.0180489886552095	0	0	1	103	2010
1004249_1	1004249	1004249	1	0	91E0_vn	653097_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	119101.591973471	159854.113583292	0.802019238471985	0	0	1	045	2004
10042846_1	10042846	10042846	1	0	7140_oli	641163_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	165309.591973471	229198.113583292	0.722146272659302	0	0	0	198	2019
1004470_1	1004470	1004470	1	0	7140_meso	421138_v2020	100	assessment/habitatmap 2020	1	16665	1	1	1	216413.6	198222.1	0	1	1	1	195	2019
100465_1	14755953	100465	1	1	2130_had	444760_v2016	30	assessment/habitatmap 2020	0	18822	1	1	1	54240.3	216383.4	0	1	1	1	028	2002
10047362_1	10047362	10047362	0	0	6510_huk	576593_v2014	40	habitatmap 2020	1	NA	NA	NA	NA	257149.591973471	159214.113583292	0.662625551223755	0	0	0	066	2006
100486_1	100486	100486	0	0	9120	593133_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	185597.591973471	177806.113583292	0.0675255954265594	0	0	1	024	2002
10048646_1	10048646	10048646	1	0	6410_mo	426103_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	178589.591973471	180302.113583292	0.594429969787598	0	0	0	196	2019
10048689_1	10048689	10048689	1	0	2190_mp	511689_v2020	NA	assessment	1	18835	1	1	1	22717.59	198702.11	0	1	1	1	10	2010
10052977_1	10052977	10052977	0	0	2130_hd	506179_v2018	30	habitatmap 2020	1	NA	NA	NA	NA	42877.591973471	210606.113583292	0.174251675605774	0	0	1	04l	2004
10055798_1	10055798	10055798	0	0	2330	583612_v2020	50	habitatmap 2020	1	NA	NA	NA	NA	204861.591973471	212974.113583292	0.932248175144196	0	0	0	98z	1998
10055965_1	10055965	10055965	1	0	1330_hpr	455560_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	96893.591973471	219694.113583292	0.611292243003845	0	0	1	1510	2015
100626_1	100626	100626	1	0	2310	591854_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	223005.591973471	217006.113583292	0.454933136701584	0	0	1	1410	2014
1006313_1	1006313	1006313	0	0	91E0	616551_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	139165.591973471	198510.113583292	0.410714745521545	0	0	0	005	2000
100633_1	100633	100633	1	0	9130_end	560886_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	92477.591973471	160974.113583292	0.305432736873627	0	0	1	154	2015
10063925_1	10063925	10063925	1	0	2130_had	601065_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	75741.591973471	226286.113583292	0.427197247743607	0	0	0	026	2002
10066_1	10066	10066	0	0	91E0_vn	652909_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	243101.591973471	197870.113583292	0.218787431716919	0	0	1	016	2001
100662_1	100662	100662	1	0	4030	509982_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	191421.592	192174.1136	0.867478013038635	0	0	1	169	2016
1006841_1	1006841	1006841	0	0	9130_end	634292_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	131805.591973471	182574.113583292	0.340856105089188	0	0	1	l	NA
10069809_1	10069809	10069809	0	0	2130_hd	517036_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	36413.591973471	206254.113583292	0.221094071865082	0	0	1	19o	2019
1007193_1	1007193	1007193	0	0	91E0_vc	652388_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	108189.6	184238.1	0.475656270980835	0	0	0	034	2003
10071938_1	10071938	10071938	1	0	9130_fm	596120_v2014	40	habitatmap 2020	1	NA	NA	NA	NA	257757.591973471	160302.113583292	0.927195489406586	0	0	0	067	2006
10074098_1	10074098	10074098	1	0	7140_oli	425003_v2020	40	habitatmap 2020	1	NA	NA	NA	NA	238333.591973471	181070.113583292	0.211591005325317	0	0	1	1910	2019
1007490_1	1007490	1007490	0	0	6510_huk	447541_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	256381.6	157678.1	0.235140755772591	0	0	0	0610	2006
1007490_2	1007490	1007490	0	0	6510_huk	447541_v2014	20	habitatmap 2020	0	NA	NA	NA	NA	256383.297	157682.913	0.235140755772591	0	0	0	0610	2006
10075393_1	10075393	10075393	0	0	6230_hn	511404_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	65437.591973471	207566.113583292	0.113804176449776	0	0	1	147	2014
1007570_1	1007570	1007570	1	0	7140_meso	585691_v2016	50	habitatmap 2020	1	NA	NA	NA	NA	233117.591973471	194798.113583292	0.418664246797562	0	0	1	148	2014
10077046_1	10077046	10077046	1	0	91E0	460674_v2018	50	habitatmap 2020	1	NA	NA	NA	NA	209021.591973471	206542.113583292	0.585452735424042	0	0	0	157	2015
1007721_1	1007721	1007721	1	0	91E0	440217_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	120733.591973471	204878.113583292	0.11043544113636	0	0	1	995	1999
10077650_1	10077650	10077650	1	0	7140_oli	302445_v2016	20	habitatmap 2020	1	NA	NA	NA	NA	232381.591973471	193806.113583292	0.627118229866028	0	0	0	147	2014
10080193_1	10080193	10080193	0	0	6230	499314_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	79325.591973471	202830.113583292	0.721494495868683	0	0	1	016	2001
1008246_1	1008246	1008246	1	0	7140_meso	637793_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	215613.59	205230.11	0.847803294658661	0	0	1	194	2019
1008502_1	1008502	1008502	0	0	2330_bu	555342_v2016	60	habitatmap 2020	1	NA	NA	NA	NA	209149.591973471	208494.113583292	0.277234375476837	0	0	1	147	2014
1008850_1	1008850	1008850	1	0	2330_dw	486116_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	222141.591973471	197966.113583292	0.39151918888092	0	0	1	166	2016
1009222_1	1009222	1009222	1	0	6230_hn	415309_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	172989.59	166894.11	0.778734743595123	0	0	1	188	2018
10094706_1	10094706	10094706	1	0	91E0	683009_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	229917.591973471	163534.113583292	0.0726121738553047	0	0	1	074	2007
100953_1	100953	100953	0	0	9130_end	529520_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	111197.591973471	178158.113583292	0.176956951618195	0	0	1	044	2004
10096181_1	10096181	10096181	1	0	1330_da	589397_v2014	50	habitatmap 2020	1	NA	NA	NA	NA	79709.591973471	228462.113583292	0.861744523048401	0	0	0	0210	2002
10096309_1	10096309	10096309	0	0	1330_hpr	451805_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	69053.591973471	221358.113583292	0.429576754570007	0	0	1	1510	2015
10096433_1	10096433	10096433	0	0	2120	507125_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	34269.591973471	205582.113583292	0.88541454076767	0	0	1	049	2004
10098609_1	10098609	10098609	1	0	2170	596007_v2014	15	habitatmap 2020	1	NA	NA	NA	NA	30301.6	202030.1	0.526428461074829	0	0	0	05l	2005
1009942_1	1009942	1009942	0	0	91E0_vm	644508_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	164253.591973471	189166.113583292	0.58580470085144	0	0	0	074	2007
101033_1	101033	101033	0	0	91E0_va	661657_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	125725.591973471	186766.113583292	0.238960117101669	0	0	1	044	2004
1010358_1	1010358	1010358	0	0	4030	559871_v2014	90	habitatmap 2020	1	NA	NA	NA	NA	217437.591973471	193582.113583292	0.362074017524719	0	0	1	056	2005
10104369_1	10104369	10104369	1	0	2170	641643_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	30045.6	202414.1	0.790489494800568	0	0	0	05l	2005
1010962_1	1010962	1010962	0	0	2310	473762_v2018	80	habitatmap 2020	1	NA	NA	NA	NA	220989.591973471	212974.113583292	0.815153300762177	0	0	0	1412	2014
1010985_1	1010985	1010985	1	0	91E0	583347_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	146205.591973471	206062.113583292	0.635925650596619	0	0	0	005	2000
10111601_1	10111601	10111601	1	0	2130_had	601951_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	39037.591973471	205870.113583292	0.0201285686343908	0	0	1	028	2002
10112054_1	10112054	10112054	0	0	6230_hn	358613_v2020	60	habitatmap 2020	1	NA	NA	NA	NA	199037.591973471	188014.113583292	0.813449800014496	0	0	0	194	2019
1011505_1	1011505	1011505	1	0	2160	644192_v2014	100	assessment/habitatmap 2020	1	19262	1	1	1	32381.6	203054.1	0	1	1	1	05l	2005
101169_1	101169	101169	0	0	2130_hd	517081_v2020	90	habitatmap 2020	1	NA	NA	NA	NA	35901.6	206350.1	0.173163920640945	0	0	1	197	2019
10121090_1	10121090	10121090	1	0	6510_huk	590218_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	258365.591973471	159310.113583292	0.0720060244202614	0	0	1	065	2006
1012166_1	1012166	1012166	1	0	91E0_vn	508426_v2018	60	habitatmap 2020	1	NA	NA	NA	NA	165949.591973471	175694.113583292	0.740619599819183	0	0	0	154	2015
1012434_2	11956946	1012434	0	0	7140_meso	528555_v2018	30	assessment/habitatmap 2020	1	18815	1	1	1	219133.6	190478.1	0	1	1	1	168	2016
1012446_1	1012446	1012446	1	0	2330_bu	474525_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	154237.591973471	232366.113583292	0.362751722335815	0	0	1	1510	2015
10124597_1	10124597	10124597	1	0	1330_da	589493_v2014	50	habitatmap 2020	1	NA	NA	NA	NA	79133.591973471	228494.113583292	0.329823285341263	0	0	1	0210	2002
1012662_1	1012662	1012662	1	0	2330_bu	639301_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	217021.6	199982.1	0.896752834320068	0	0	0	198	2019
10128949_1	10128949	10128949	1	0	1330_da	589868_v2014	50	habitatmap 2020	1	NA	NA	NA	NA	80701.591973471	228142.113583292	0.130843922495842	0	0	1	0210	2002
10129_1	10129	10129	1	0	9130_end	459480_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	30461.59197	174734.1136	0.372649669647217	0	0	1	164	2016
1013294_2	51344942	1013294	1	0	7140_meso	570570_v2018	60	assessment/habitatmap 2020	0	17064	1	1	1	202188	224168	0	1	1	1	168	2016
1013318_1	1013318	1013318	1	0	91E0_vc	545050_v2018	50	habitatmap 2020	1	NA	NA	NA	NA	170781.6	168078.1	0.935839772224426	0	0	0	173	2017
1013366_1	1013366	1013366	1	0	2330_bu	637969_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	214205.591973471	202894.113583292	0.682995200157166	0	0	1	1911	2019
10134246_1	10134246	10134246	0	0	7140_meso	576422_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	212157.591973471	185326.113583292	0.834685266017914	0	0	0	058	2005
10135990_1	10135990	10135990	0	0	7140_meso	624640_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	207549.591973471	189966.113583292	0.0958324298262596	0	0	1	045	2004
10137393_1	10137393	10137393	0	0	2190_overig	444892_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	33661.591973471	203982.113583292	0.94563364982605	0	0	1	15ex	2015
1014518_1	1014518	1014518	0	0	91E0_vm	652715_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	192189.591973471	210062.113583292	0.0218089763075113	0	0	1	988	1998
10145213_1	10145213	10145213	0	0	1330_hpr	569145_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	139709.591973471	219790.113583292	0.030252942815423	0	0	1	047	2004
1015093_1	1015093	1015093	1	0	2130_hd	601273_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	79037.6	227854.1	0.488700747489929	0	0	1	039	2003
1015254_1	1015254	1015254	0	0	91E0	642783_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	182845.591973471	216206.113583292	0.437403351068497	0	0	0	986	1998
10155665_1	10155665	10155665	0	0	6510_hua	173632_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	36925.591973471	183502.113583292	0.347422301769257	0	0	1	185	2018
1015641_1	1015641	1015641	0	0	9130_end	626356_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	118749.591973471	183022.113583292	0.85531359910965	0	0	1	024	2002
1015794_1	1015794	1015794	1	0	2330_dw	202396_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	239869.591973471	182798.113583292	0.490922689437866	0	0	0	1910	2019
101590_1	101590	101590	1	0	9120	640296_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	172061.591973471	216462.113583292	0.470171809196472	0	0	1	196	2019
10162869_1	10162869	10162869	0	0	1330_hpr	544165_v2018	90	habitatmap 2020	1	NA	NA	NA	NA	63709.591973471	220622.113583292	0.81031608581543	0	0	1	1510	2015
10165362_1	10165362	10165362	1	0	91E0	618828_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	230365.591973471	168718.113583292	0.677554488182068	0	0	1	065	2006
10169905_1	10169905	10169905	1	0	2170	638409_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	29629.6	202254.1	0.58439713716507	0	0	0	05l	2005
1017206_1	1017206	1017206	0	0	2330_bu	533349_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	212221.591973471	214958.113583292	0.581019520759583	0	0	1	162	2016
101761_1	101761	101761	1	0	9120	622831_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	70429.591973471	197038.113583292	0.160448744893074	0	0	1	064	2006
1018073_1	1018073	1018073	0	0	9130_end	646421_v2014	90	habitatmap 2020	1	NA	NA	NA	NA	112605.591973471	169390.113583292	0.902391314506531	0	0	0	01v	2001
10185822_1	10185822	10185822	0	0	4010	567502_v2014	90	habitatmap 2020	1	NA	NA	NA	NA	180893.591973471	239246.113583292	0.422188818454742	0	0	1	056	2005
1018841_1	1018841	1018841	1	0	6510_hu	140949_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	109373.6	167982.1	0.646271884441376	0	0	1	186	2018
1018841_2	34573273	1018841	1	0	6510_hu	140949_v2020	100	habitatmap 2020	0	NA	NA	NA	NA	109376.383	168022.496	0.191748023033142	0	0	1	186	2018
1018937_1	1018937	1018937	0	0	9130_end	637135_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	123869.591973471	161870.113583292	0.979041934013367	0	0	1	034	2003
10190610_1	10190610	10190610	0	0	4010	475662_v2016	30	habitatmap 2020	1	NA	NA	NA	NA	219613.591973471	209966.113583292	0.0360307954251766	0	0	1	98z	1998
101913_1	101913	101913	1	0	91E0_va	560457_v2018	25	habitatmap 2020	1	NA	NA	NA	NA	90173.591973471	162894.113583292	0.631328940391541	0	0	0	175	2017
10193174_1	10193174	10193174	1	0	6510_hus	275810_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	164637.591973471	187150.113583292	0.490552127361298	0	0	1	195	2019
10196145_1	10196145	10196145	1	0	2170	517140_v2018	55	habitatmap 2020	1	NA	NA	NA	NA	23165.6	198958.1	0.695329666137695	0	0	0	10	2010
10199158_1	10199158	10199158	1	0	7140_oli	532319_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	206301.591973471	211790.113583292	0.0657519549131393	0	0	1	176	2017
102_2	12431153	102	1	0	2190_mp	487758_v2020	NA	assessment	0	17764	1	1	1	33434.2	203344.5	0	1	1	1	15ex	2015
10202098_1	10202098	10202098	1	0	91E0_sf	599552_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	243101.6	177806.1	0.166509479284286	0	0	1	164	2016
10204146_1	10204146	10204146	0	0	6230	380122_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	235901.591973471	183566.113583292	0.610243082046509	0	0	1	039	2003
1020585_1	1020585	1020585	0	0	91E0_sf	182282_v2020	40	habitatmap 2020	1	NA	NA	NA	NA	124413.591973471	188302.113583292	0.79135262966156	0	0	0	13l	2013
1020646_1	1020646	1020646	0	0	9120_qb	618711_v2014	70	habitatmap 2020	1	NA	NA	NA	NA	210493.591973471	181870.113583292	0.922923147678375	0	0	0	046	2004
10206961_1	10206961	10206961	0	0	6510_hua	186710_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	53021.591973471	191086.113583292	0.989599466323853	0	0	1	195	2019
10207922_1	10207922	10207922	1	0	9130_fm	652486_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	251069.591973471	161166.113583292	0.359682649374008	0	0	0	067	2006
102098_1	102098	102098	1	0	2310	587820_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	224477.6	192718.1	0.99538391828537	0	0	1	086	2008
1021105_1	1021105	1021105	1	0	2160	645479_v2020	12	assessment/habitatmap 2020	1	19276	1	1	1	23421.6	198702.1	0	1	1	1	10	2010
10215093_1	10215093	10215093	0	0	1330_hpr	445152_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	69981.591973471	220494.113583292	0.581287682056427	0	0	1	1510	2015
10215601_1	10215601	10215601	1	0	2130_had	169536_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	24125.591973471	196622.113583292	0.479479491710663	0	0	1	l	NA
10219189_1	10219189	10219189	1	0	1330_hpr	589054_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	68797.591973471	220526.113583292	0.235204875469208	0	0	1	158	2015
102198_1	102198	102198	0	0	9190	627727_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	189245.591973471	196526.113583292	0.00931540317833424	0	0	1	079	2007
10221874_1	10221874	10221874	0	0	6230_hmo	288702_v2020	50	habitatmap 2020	1	NA	NA	NA	NA	223741.591973471	185358.113583292	0.283151149749756	0	0	1	149	2014
1022697_1	1022697	1022697	0	0	91E0	614894_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	139453.591973471	199790.113583292	0.712117731571198	0	0	0	ex	NA
1022766_1	1022766	1022766	1	0	6230_hmo	447386_v2018	100	assessment/habitatmap 2020	1	16596	1	1	1	195581.6	228014.1	0	1	1	1	166	2016
10229393_1	10229393	10229393	0	0	6510_hua	174389_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	37373.591973471	183854.113583292	0.480206042528152	0	0	0	185	2018
10229429_1	10229429	10229429	1	0	1330_da	537673_v2018	60	habitatmap 2020	1	NA	NA	NA	NA	70621.591973471	226382.113583292	0.525398731231689	0	0	1	10l	2010
10229681_1	10229681	10229681	0	0	2130_hd	646221_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	31005.591973471	202062.113583292	0.97181636095047	0	0	1	l	NA
10235441_1	10235441	10235441	1	0	2170	497791_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	29949.6	202798.1	0.327472150325775	0	0	0	05l	2005
1023801_1	1023801	1023801	0	0	91E0_vc	642507_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	129469.6	168526.1	0.313002675771713	0	0	0	04v	2004
102390_1	102390	102390	1	0	91E0_vm	508502_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	189021.591973471	216558.113583292	0.0945381969213486	0	0	1	1711	2017
1023929_1	1023929	1023929	1	0	6510_hu	528863_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	145373.6	160622.1	0.636579155921936	0	0	1	175	2017
1023977_1	1023977	1023977	0	0	91E0_vm	508476_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	151325.591973471	193998.113583292	0.144295156002045	0	0	1	97v	1997
10243126_1	10243126	10243126	0	0	6230_hn	358537_v2020	70	habitatmap 2020	1	NA	NA	NA	NA	198557.591973471	187982.113583292	0.547698736190796	0	0	1	194	2019
102454_1	102454	102454	1	0	9120_qb	457989_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	198045.591973471	192558.113583292	0.128911882638931	0	0	1	158	2015
10246_1	10246	10246	1	0	9120	415381_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	169405.591973471	160558.113583292	0.994943737983704	0	0	1	188	2018
1024745_1	1024745	1024745	1	0	91E0_vn	560039_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	142109.591973471	200270.113583292	0.452618360519409	0	0	1	ex	NA
10248637_1	10248637	10248637	1	0	1330_da	625841_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	140861.591973471	226190.113583292	0.315987229347229	0	0	1	13z	2013
10254513_1	10254513	10254513	1	0	2170	596007_v2014	15	habitatmap 2020	1	NA	NA	NA	NA	29821.6	201710.1	0.209553897380829	0	0	0	05l	2005
1025606_1	1025606	1025606	1	0	6230_hn	571031_v2018	40	habitatmap 2020	1	NA	NA	NA	NA	172125.591973471	166606.113583292	0.488457411527634	0	0	0	137	2013
1025657_1	1025657	1025657	0	0	91E0_vc	651013_v2014	70	habitatmap 2020	1	NA	NA	NA	NA	140477.6	174958.1	0.437089532613754	0	0	1	987	1998
102566_1	102566	102566	0	0	9120	662081_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	197885.591973471	183534.113583292	0.701833128929138	0	0	1	045	2004
10257282_1	10257282	10257282	1	0	6510_huk	421127_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	252413.591973471	160910.113583292	0.749084830284119	0	0	0	044	2004
1025774_1	1025774	1025774	0	0	91E0_vm	685213_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	206269.591973471	219278.113583292	0.184439048171043	0	0	1	97z	1997
1025846_1	1025846	1025846	0	0	6230_ha	550056_v2018	40	habitatmap 2020	1	NA	NA	NA	NA	192413.591973471	197774.113583292	0.500477492809296	0	0	0	178	2017
10258486_1	10258486	10258486	0	0	6230_hn	595688_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	198557.591973471	193806.113583292	0.776395857334137	0	0	1	049	2004
10261173_1	10261173	10261173	1	0	1330_hpr	511489_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	64061.591973471	219982.113583292	0.935777366161346	0	0	1	1512	2015
102614_1	102614	102614	1	0	9120	485803_v2018	30	habitatmap 2020	1	NA	NA	NA	NA	171965.591973471	210574.113583292	0.6831214427948	0	0	0	165	2016
10266418_1	10266418	10266418	0	0	6230_hmo	343289_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	233181.591973471	176398.113583292	0.9918252825737	0	0	0	18ex	2018
10267857_1	10267857	10267857	0	0	6510_hua	156710_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	44221.591973471	185646.113583292	0.288832753896713	0	0	1	185	2018
