panel;point_code;polygon_id;grts_ranking_draw;sbz;hoofdtype;habitattype;phab;type_meetpunt;uitvoer_opname;datum_opname_cyclus1;x;y;db_ref;recording_givid
1;143602_2;676708_v2014;143602;1;6410;6410_mo;20;bestaand meetpunt;hoofdtype aanwezig;2016-07-01;235539,30;174929,40;143602;"circle: IV2017022415170190; square: IV2017022415353736"
1;170798_2;478575_v2016;170798;1;7140;7140_oli;50;bestaand meetpunt;hoofdtype aanwezig;2016-09-13;196053,90;228213,10;170798;"circle: IV2017020318560367; square: IV2017020319064156"
1;182482_1;639281_v2020;182482;1;6230;6230_hn;100;nieuw meetpunt;hoofdtype aanwezig;;219037,59;200270,11;;
1;201006_2;511136_v2018;201006;1;6230;6230_hn;;bestaand meetpunt;hoofdtype aanwezig;2016-06-27;191172,30;230421,10;201006;"circle: IV2017012010235498; square: IV2017012011231757"
1;212661_2;589192_v2016;212661;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-13;69383,70;220909,80;212661;"circle: IV2017010617282387; square: IV2017010617362713"
1;220882_1;409732_v2018;220882;1;6230;6230_ha;10;bestaand meetpunt;hoofdtype aanwezig;2016-08-18;224157,70;190094,20;220882;"circle: IV2017012611170830; square: IV2017012611360478"
1;255698_2;305629_v2016;255698;1;6230;6230_hn;100;nieuw meetpunt;hoofdtype aanwezig;;224381,59;189038,11;;
1;267986_2;415510_v2020;267986;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-13;222937,70;187353,60;267986;"circle: IV2017021513174412; square: IV2017021513305863"
1;271030_1;555618_v2018;271030;1;7140;7140_meso;80;bestaand meetpunt;hoofdtype aanwezig;2016-09-15;213918,10;187917,90;271030;"circle: IV2017021515354295; square: IV2017021515505552"
1;300649_1;513707_v2020;300649;1;6230;6230_hmo;;bestaand meetpunt;hoofdtype aanwezig;2016-08-31;129117,90;214958,20;300649;"circle: IV2017012016374726; square: IV2017012016550624"
1;311262_2;561956_v2018;311262;1;6230;6230_hn;100;bestaand meetpunt;hoofdtype aanwezig;2015-07-28;159369,80;225809,40;311262;"circle: IV2017021510114273; square: IV2017021511162976"
1;315329_1;595003_v2014;315329;0;6230;6230_ha;;bestaand meetpunt;hoofdtype aanwezig;2016-08-30;78493,70;202478,30;315329;"circle: IV2017012015481765; square: IV2017012016215306"
1;323154_2;;323154;0;6230;6230_hn;;bestaand meetpunt;hoofdtype aanwezig;2016-07-29;238346,80;187353,50;323154;"circle: IV2017011212263384; square: IV2017011215122813"
1;359122_1;392297_v2018;359122;1;6230;6230_ha;60;nieuw meetpunt;hoofdtype aanwezig;;222461,59;188462,11;;
1;368758_2;510177_v2018;368758;1;6230;6230_hn;100;nieuw meetpunt;hoofdtype aanwezig;;205469,59;211822,11;;
1;394962_1;460947_v2018;394962;1;7140;7140_oli;100;nieuw meetpunt;hoofdtype aanwezig;;224989,59;188654,11;;
1;398529_2;494241_v2020;398529;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2016-06-28;86335,20;203557,40;398529;"circle: IV2017020312255416; square: IV2017020313004098"
1;404678_1;427705_v2020;404678;1;7140;7140_base;90;nieuw meetpunt;hoofdtype aanwezig;;162077,59;179662,11;;
1;412726_2;358613_v2020;412726;0;6230;6230_ha;;bestaand meetpunt;hoofdtype aanwezig;2019-05-23;198749,40;188151,50;412726;"circle: IV2020022714231094; square: IV2020022714374375"
1;414646_1;638920_v2020;414646;1;6230;6230_hn;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-18;215965,60;198702,10;414646;"circle: IV2017022013575286; square: IV2017022014150360"
1;419538_1;455999_v2018;419538;1;7140;7140_oli;90;bestaand meetpunt;hoofdtype aanwezig;2016-09-23;223581,70;188718,00;419538;"circle: IV2017021514542213; square: IV2017021515052872"
1;437685_2;474031_v2016;437685;1;1330;1330_hpr;;bestaand meetpunt;hoofdtype aanwezig;2015-08-06;62428,20;220892,10;437685;"circle: IV2017011212535658; square: IV2017011214394174"
1;455349_2;477932_v2018;455349;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-03;63613,80;221017,30;455349;"circle: IV2017010610523940; square: IV2017010612064228"
1;472065_1;449733_v2016;472065;1;1330;1330_hpr;;bestaand meetpunt;hoofdtype aanwezig;2015-08-24;58173,40;216238,30;472065;"circle: IV2017010613314127; square: IV2017010613424129"
1;491486_1;449047_v2018;491486;1;6230;6230_ha;60;nieuw meetpunt;hoofdtype aanwezig;;160221,60;225326,10;;
1;498886_2;571241_v2018;498886;1;6410;6410_mo;70;bestaand meetpunt;hoofdtype aanwezig;2016-08-25;164509,70;178543,60;498886;"circle: IV2017021413520341; square: IV2017021414091295"
1;500782_1;560640_v2020;500782;1;6230;6230_hn;80;bestaand meetpunt;hoofdtype aanwezig;2015-05-27;185885,70;219534,20;500782;"circle: IV2017010910225147; square: IV2017010910241756"
1;530734_1;505782_v2018;530734;1;6230;6230_hn;;bestaand meetpunt;hoofdtype aanwezig;2016-06-27;191421,70;231822,20;530734;"circle: IV2017010511460749; square: IV2017010512181008"
1;540341_1;560830_v2018;540341;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-14;69693,60;220686,30;540341;"circle: IV2017010618124978; square: IV2017010618211064"
1;544902_1;447854_v2018;544902;1;6230;6230_ha;40;bestaand meetpunt;hoofdtype aanwezig;2015-06-25;180157,90;182126,30;544902;"circle: IV2017021012213856; square: IV2017021012413096"
1;589698_3;115684_v2014;589698;1;6230;6230_hnk;;bestaand meetpunt;hoofdtype aanwezig;2017-07-06;258273,60;159146,60;589698;"circle: IV2018030712002428; square: IV2018082008574310"
1;626614_1;414571_v2020;626614;1;6230;6230_ha;50;nieuw meetpunt;hoofdtype aanwezig;;217053,60;197166,10;;
1;654598_2;489000_v2018;654598;0;6230;6230_ha;100;bestaand meetpunt;hoofdtype aanwezig;2016-08-25;166880,80;164038,40;654598;"circle: IV2017021414213854; square: IV2017021414350820"
1;658869_1;479421_v2018;658869;0;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;61053,59;219438,10;;
1;670646_1;421712_v2020;670646;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;214109,60;196910,10;;
1;676946_1;544562_v2018;676946;1;6230;6230_ha;50;nieuw meetpunt;hoofdtype aanwezig;;243261,60;196590,10;;
1;695297_2;445017_v2016;695297;1;1330;1330_hpr;;bestaand meetpunt;hoofdtype aanwezig;2015-08-19;56765,30;211970,50;695297;"circle: IV2017011215545335; square: IV2017011216070022"
1;702674_1;638976_v2020;702674;1;7140;7140_oli;80;bestaand meetpunt;hoofdtype aanwezig;2015-09-18;218685,70;198734,30;702674;"circle: IV2017021712211026; square: IV2017021712361732"
1;709330_1;410356_v2020;709330;1;7140;7140_meso;70;nieuw meetpunt;hoofdtype aanwezig;;220285,60;193262,10;;
1;717750_1;414180_v2020;717750;1;7140;7140_oli;40;bestaand meetpunt;hoofdtype aanwezig;2017-07-31;218173,30;198254,30;717750;"circle: IV2018031113221134; square: IV2018031113285776"
1;736949_2;455628_v2016;736949;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-12;69278,70;220888,10;736949;"circle: IV2017010617095027; square: IV2017010617191621"
1;742450_2;329209_v2016;742450;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2016-06-16;221704,80;175515,10;742450;"circle: IV2017022410260914; square: IV2017022410371769"
1;743982_1;450366_v2018;743982;1;6230;6230_hmo;30;bestaand meetpunt;hoofdtype aanwezig;2016-09-19;194077,70;225710,10;743982;"circle: IV2017012711292443; square: IV2017012711431363"
1;753630_2;473677_v2018;753630;1;6230;6230_hmo;;bestaand meetpunt;hoofdtype aanwezig;2016-09-19;160126,40;225579,40;753630;"circle: IV2017021414444810; square: IV2017021415171476"
1;755934_1;629428_v2020;755934;1;6230;6230_hmo;100;nieuw meetpunt;hoofdtype aanwezig;;161533,60;224654,10;;
1;769793_1;562413_v2018;769793;1;6230;6230_hmo;40;nieuw meetpunt;hoofdtype aanwezig;;61597,59;205422,10;;
1;773970_1;548365_v2018;773970;0;6230;6230_hmo;50;nieuw meetpunt;hoofdtype aanwezig;;238621,60;200430,10;;
1;780114_1;554127_v2018;780114;1;6230;6230_hmo;100;nieuw meetpunt;hoofdtype aanwezig;;242589,60;196494,10;;
1;798133_1;588575_v2016;798133;1;1330;1330_hpr;80;bestaand meetpunt;hoofdtype aanwezig;2015-08-11;62813,60;221934,20;798133;"circle: IV2017011215302636; square: IV2017011215475751"
1;801793_2;479123_v2018;801793;1;1330;1330_hpr;;bestaand meetpunt;hoofdtype aanwezig;2015-08-19;57082,40;212469,30;801793;"circle: IV2017010617430082; square: IV2017010618013747"
1;814517_1;578141_v2018;814517;1;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;61629,59;222030,10;;
1;840662_1;480406_v2018;840662;0;6230;6230_ha;80;nieuw meetpunt;hoofdtype aanwezig;;178205,59;207726,11;;
1;863862_2;466015_v2018;863862;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2015-06-29;210630,80;206906,80;863862;"circle: IV2017020713102084; square: IV2017020714540212"
1;867254_1;380730_v2020;867254;1;7140;7140_meso;80;nieuw meetpunt;hoofdtype aanwezig;;213949,60;196910,10;;
1;878290_1;474349_v2018;878290;1;7140;7140_oli;20;nieuw meetpunt;hoofdtype aanwezig;;223261,60;188302,10;;
1;880094_2;530462_v2018;880094;1;7140;7140_oli;;bestaand meetpunt;hoofdtype aanwezig;2016-10-07;165119,90;226906,10;880094;"circle: IV2017021511480087; square: IV2017021512035316"
1;905382_1;628417_v2014;905382;0;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2015-06-11;196509,60;183374,10;905382;"circle: IV2017022015155634; square: IV2017022015390187"
1;906998_1;628945_v2020;906998;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;189629,60;209742,10;;
1;941778_1;447094_v2018;941778;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;224157,60;190926,10;;
1;943826_1;455999_v2018;943826;1;7140;7140_oli;90;bestaand meetpunt;hoofdtype aanwezig;2016-09-28;223453,70;188718,40;943826;"circle: IV2017021515123500; square: IV2017021515263591"
1;946518_1;413007_v2020;946518;1;7140;7140_meso;70;nieuw meetpunt;hoofdtype aanwezig;;184925,60;190638,10;;
1;959958_1;632299_v2020;959958;1;7140;7140_oli;95;bestaand meetpunt;hoofdtype aanwezig;2016-09-20;184157,60;210830,10;959958;"circle: IV2017021516164241; square: IV2017021516261649"
1;979286_2;413113_v2020;979286;1;6230;6230_hmo;70;bestaand meetpunt;hoofdtype aanwezig;2016-08-24;184420,20;190611,30;979286;"circle: IV2017021415415208; square: IV2017021415590760"
1;983346_1;357136_v2020;983346;1;7140;7140_meso;20;nieuw meetpunt;hoofdtype aanwezig;;221405,60;183278,10;;
1;996278_1;646321_v2020;996278;1;7140;7140_meso;;bestaand meetpunt;hoofdtype aanwezig;2015-08-18;217405,60;198510,10;996278;"circle: IV2017022111070389; square: IV2017022111075784"
1;996353_2;561545_v2018;996353;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-24;58170,90;216400,20;996353;"circle: IV2017010612172361; square: IV2017010612593713"
1;1004470_1;421138_v2020;1004470;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-18;216413,60;198222,10;1004470;"circle: IV2017022111173825; square: IV2017022111183354"
1;1022766_1;447386_v2018;1022766;1;6230;6230_hmo;100;bestaand meetpunt;subtype aanwezig;2015-06-10;195581,60;228014,10;1022766;"circle: IV2017021314354987; square: IV2017021315595672"
1;1062930_1;551233_v2018;1062930;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2016-07-28;231069,60;204398,10;1062930;"circle: IV2017021415534916; square: IV2017021416154407"
1;1088302_1;542152_v2016;1088302;1;7140;7140_oli;100;nieuw meetpunt;hoofdtype aanwezig;;195389,59;228398,11;;
1;1117877_1;441099_v2016;1117877;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2015-08-20;68669,30;220718,40;1117877;"circle: IV2017010616345212; square: IV2017010616415877"
1;1150886_2;416186_v2020;1150886;1;6230;6230_hmo;60;bestaand meetpunt;subtype aanwezig;2016-07-19;186145,70;180300,90;1150886;"circle: IV2017012615432844; square: IV2017012620054742"
1;1156230_2;434343_v2018;1156230;0;6410;6410_mo;20;bestaand meetpunt;hoofdtype aanwezig;2015-06-09;181411,70;181547,40;1156230;"circle: IV2017022212325377; square: IV2017022213011877"
1;1216422_1;360524_v2020;1216422;1;6230;6230_hmo;100;bestaand meetpunt;subtype aanwezig;2016-07-19;186397,50;179981,80;1216422;"circle: IV2017012620463014; square: IV2017012620573892"
1;1274549_1;512776_v2018;1274549;0;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;64413,59;221326,11;;
1;1286278_2;420093_v2020;1286278;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2015-06-25;180219,80;185028,20;1286278;"circle: IV2017021018002273; square: IV2017021018144986"
1;1367026_2;424246_v2020;1367026;1;7140;7140_oli;;bestaand meetpunt;hoofdtype aanwezig;2017-06-30;240215,70;180581,40;1367026;"circle: IV2018031009120638; square: IV2018031009213148"
1;1388150_1;466015_v2018;1388150;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2015-06-29;210845,80;206990,30;1388150;"circle: IV2017021513460105; square: IV2017021513582966"
1;1436718_2;512522_v2018;1436718;1;6230;6230_hmo;100;bestaand meetpunt;subtype aanwezig;2016-06-20;193927,80;218669,60;1436718;"circle: IV2017012713261758; square: IV2017012714021766"
1;1436882_2;599164_v2014;1436882;1;6230;6230_hmo;100;bestaand meetpunt;subtype aanwezig;2016-09-02;224760,70;194874,40;1436882;"circle: IV2017011816484258; square: IV2017011817212208"
1;1461001_2;449423_v2016;1461001;0;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2018-06-14;106732,10;216298,20;1461001;"circle: IV2019011414351048; square: IV2019011415092985"
1;1498102_2;644450_v2020;1498102;0;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2018-06-06;190749,60;214920,60;1498102;"circle: IV2019010406260429; square: IV2019010406365884"
1;1498805_2;474951_v2016;1498805;0;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2019-10-29;69912,40;219730,10;1498805;"circle: IV2020041112405710; square: IV2020041112490749"
1;1512886_2;426416_v2020;1512886;0;7140;7140_meso;;bestaand meetpunt;hoofdtype aanwezig;2018-05-30;206802,90;188543,00;1512886;"circle: IV2019020512391292; square: IV2019020512553396"
1;1583446_1;449238_v2018;1583446;1;6410;6410_mo;50;bestaand meetpunt;hoofdtype aanwezig;2016-07-19;184605,30;185966,10;1583446;"circle: IV2017022011083153; square: IV2017022011205318"
1;1618054_2;419968_v2020;1618054;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2015-05-28;179076,30;184811,50;1618054;"circle: IV2017021016462422; square: IV2017021017031808"
1;1629877_1;438790_v2018;1629877;0;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;69277,59;220110,11;;
1;1635254_1;646391_v2020;1635254;1;7140;7140_meso;80;bestaand meetpunt;hoofdtype aanwezig;2015-09-21;217693,60;198510,10;1635254;"circle: IV2017021716250537; square: IV2017021716440979"
1;1749942_2;639566_v2020;1749942;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2015-09-17;218271,30;199177,40;1749942;"circle: IV2017021712024375; square: IV2017021712152647"
1;2160774_2;361010_v2020;2160774;1;6410;6410_mo;80;bestaand meetpunt;hoofdtype aanwezig;2016-07-06;185036,70;180200,40;2160774;"circle: IV2017022310474384; square: IV2017022315312444"
1;2173889_2;508139_v2020;2173889;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2016-08-30;73015,40;205536,90;2173889;"circle: IV2017020308164723; square: IV2017020308555607"
1;2468182_2;182807_v2016;2468182;1;6410;6410_mo;15;bestaand meetpunt;hoofdtype aanwezig;2015-05-29;185891,90;186692,90;2468182;"circle: IV2017021009391220; square: IV2017021009570606"
1;2664513_1;517669_v2020;2664513;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2015-07-10;74205,60;200654,10;2664513;"circle: IV2017010922050123; square: IV2017010922225486"
1;2898758_1;528832_v2018;2898758;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2015-06-12;177693,60;167246,10;2898758;"circle: IV2017021313300649; square: IV2017021314165316"
1;3008870_2;599161_v2014;3008870;0;6410;6410_mo;65;bestaand meetpunt;hoofdtype aanwezig;2015-07-07;197410,10;167375,00;3008870;"circle: IV2017022112283578; square: IV2017022112545290"
1;3016210_1;649530_v2014;3016210;0;6410;6410_mo;30;bestaand meetpunt;hoofdtype aanwezig;2015-06-23;231709,30;212142,30;3016210;"circle: IV2017021410455484; square: IV2017021411231990"
1;3741830_2;609275_v2018;3741830;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2015-06-09;182909,60;180622,10;3741830;"circle: IV2017022211082902; square: IV2017022211385297"
1;4042038_2;450356_v2018;4042038;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2015-05-29;186216,40;186595,00;4042038;"circle: IV2017021011171644; square: IV2017021011372088"
1;4057446_2;599161_v2014;4057446;0;6410;6410_mo;65;bestaand meetpunt;hoofdtype aanwezig;2015-07-07;197338,90;167316,50;4057446;"circle: IV2017022115074420; square: IV2017022115375527"
1;4314870_2;644396_v2020;4314870;1;6410;6410_mo;100;nieuw meetpunt;hoofdtype aanwezig;;189949,60;209838,10;;
1;4390190_1;509729_v2018;4390190;1;6410;6410_ve;100;bestaand meetpunt;hoofdtype aanwezig;2016-06-10;187389,60;232430,10;4390190;"circle: IV2017012715235876; square: IV2017012715472176"
1;4532818_1;546085_v2018;4532818;1;6410;6410_mo;90;nieuw meetpunt;hoofdtype aanwezig;;237213,59;193038,11;;
1;4598982_1;358975_v2020;4598982;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2015-06-19;162077,50;179566,00;4598982;"circle: IV2017021311505729; square: IV2017021312171588"
1;4713206_1;628866_v2020;4713206;1;6410;6410_mo;100;nieuw meetpunt;hoofdtype aanwezig;;190173,59;209614,11;;
1;4713670_1;315546_v2020;4713670;1;6410;6410_mo;100;nieuw meetpunt;hoofdtype aanwezig;;162685,60;179630,10;;
1;4763782_1;358804_v2020;4763782;1;6410;6410_mo;30;nieuw meetpunt;hoofdtype aanwezig;;179133,59;184654,11;;
1;4851218_2;649530_v2014;4851218;0;6410;6410_mo;30;bestaand meetpunt;hoofdtype aanwezig;2015-06-23;231818,00;212275,20;4851218;"circle: IV2017021316470293; square: IV2017021317143301"
1;4975814_2;624207_v2014;4975814;1;6410;6410_mo;70;bestaand meetpunt;hoofdtype aanwezig;2015-06-19;162492,80;179576,20;4975814;"circle: IV2017021310384624; square: IV2017021311152342"
1;6152326_2;420016_v2020;6152326;1;6410;6410_mo;70;bestaand meetpunt;hoofdtype aanwezig;2015-05-28;179839,90;184590,40;6152326;"circle: IV2017021017175886; square: IV2017021017402906"
2;77970_1;550302_v2018;77970;1;7140;7140_mrd;90;nieuw meetpunt;hoofdtype aanwezig;;240637,60;208782,10;;
2;81985_1;581425_v2016;81985;1;6230;6230_hmo;;bestaand meetpunt;hoofdtype aanwezig;2018-06-12;77789,40;196973,90;81985;"circle: IV2018121811574327; square: IV2018121812191520"
2;222518_1;449874_v2018;222518;1;7140;7140_meso;;bestaand meetpunt;hoofdtype aanwezig;2017-07-25;192733,50;189902,30;222518;"circle: IV2018031010111411; square: IV2018031010191687"
2;243758_2;412111_v2018;243758;0;6230;6230_ha;30;bestaand meetpunt;hoofdtype aanwezig;2021-08-18;189085,60;226478,10;243758;"circle: IV2022032311463148; square: IV2022032312073377"
2;282614_2;515532_v2018;282614;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-14;189107,80;217774,40;282614;"circle: IV2017020318100730; square: IV2017020318234508"
2;299701_1;560666_v2018;299701;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2017-09-29;64253,90;219725,90;299701;"circle: IV2017120108515000; square: IV2017120109032402"
2;309458_2;639004_v2020;309458;1;6230;6230_hmo;;bestaand meetpunt;hoofdtype aanwezig;2017-08-17;219324,30;198636,20;309458;"circle: IV2018030417514439; square: IV2018030418071744"
2;369974_1;456378_v2018;369974;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-25;193181,60;189454,00;369974;"circle: IV2018031112563585; square: IV2018031113042338"
2;379094_1;519219_v2018;379094;1;6230;6230_ha;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-06;177085,50;217486,00;379094;"circle: IV2017012012273378; square: IV2017012012433410"
2;423762_2;542414_v2018;423762;1;6230;6230_ha;;bestaand meetpunt;hoofdtype aanwezig;2016-08-17;242842,80;196003,40;423762;"circle: IV2017010611111454; square: IV2017010613221989"
2;470546_1;598787_v2014;470546;0;6230;6230;55;bestaand meetpunt;hoofdtype aanwezig;2021-07-08;227229,70;211246,10;470546;"circle: IV2022032514214801; square: IV2022032515053478"
2;471990_1;646321_v2020;471990;1;7140;7140_meso;;bestaand meetpunt;hoofdtype aanwezig;2017-08-17;217245,60;198478,10;471990;"circle: IV2018031108343898; square: IV2018031109022283"
2;480306_1;669144_v2014;480306;1;6410;6410_mo;30;bestaand meetpunt;hoofdtype aanwezig;2018-06-13;221341,60;175374,10;480306;"circle: IV2019020910455730; square: IV2019020910570357"
2;482290_1;357047_v2020;482290;1;7140;7140_meso;;bestaand meetpunt;hoofdtype aanwezig;2016-09-13;240861,30;181198,20;482290;"circle: IV2017021513022196; square: IV2017021513104974"
2;487606_1;603722_v2014;487606;0;6230;6230_hmo;20;bestaand meetpunt;hoofdtype aanwezig;2016-08-19;209021,40;196782,30;487606;"circle: IV2017020211023566; square: IV2017020211373000"
2;518902_2;628864_v2020;518902;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-21;190115,50;209615,10;518902;"circle: IV2017020814143501; square: IV2017020814462786"
2;529473_2;599475_v2018;529473;1;6230;6230_hn;100;nieuw meetpunt;hoofdtype aanwezig;;75709,59;200654,10;;
2;540658_2;663235_v2014;540658;1;6230;6230_hn;25;bestaand meetpunt;hoofdtype aanwezig;2016-07-29;240250,60;183174,10;540658;"circle: IV2017011814163232; square: IV2017011816230130"
2;552530_1;423938_v2020;552530;1;6230;6230_hn;60;nieuw meetpunt;hoofdtype aanwezig;;237469,60;186830,10;;
2;555830_2;629929_v2020;555830;0;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2021-07-19;193885,60;201902,10;555830;"circle: IV2022030909573927; square: IV2022030910341806"
2;576302_2;542975_v2016;576302;1;6230;6230_hn;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-13;196834,30;229517,80;576302;"circle: IV2017012017101191; square: IV2017012017312649"
2;583378_1;409732_v2018;583378;1;6230;6230_ha;10;bestaand meetpunt;hoofdtype aanwezig;2016-08-18;223773,70;189774,30;583378;"circle: IV2017011916524752; square: IV2017011919322195"
2;606390_1;647565_v2014;606390;0;6230;6230_hn;20;bestaand meetpunt;hoofdtype aanwezig;2016-08-19;208157,60;197486,10;606390;"circle: IV2017020211533870; square: IV2017020212290721"
2;627922_2;380710_v2020;627922;1;6230;6230_hn;80;bestaand meetpunt;hoofdtype aanwezig;2016-09-09;219486,30;196748,40;627922;"circle: IV2017013011553027; square: IV2017013012265239"
2;641238_1;519219_v2018;641238;1;6230;6230_ha;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-06;176701,50;217134,00;641238;"circle: IV2017012013475483; square: IV2017012013585970"
2;648914_1;409732_v2018;648914;1;6230;6230_ha;10;bestaand meetpunt;hoofdtype aanwezig;2016-08-18;224285,60;189710,10;648914;"circle: IV2017012613411763; square: IV2017012613530004"
2;688094_1;437242_v2018;688094;1;6230;6230_ha;60;nieuw meetpunt;hoofdtype aanwezig;;159261,60;225326,10;;
2;688094_1;437242_v2018;688094;1;6230;6230_hn;20;nieuw meetpunt;hoofdtype aanwezig;;159261,60;225326,10;;
2;696182_1;660459_v2014;696182;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-20;206269,40;204142,30;696182;"circle: IV2017012612213288; square: IV2017012613110316"
2;711945_1;599582_v2018;711945;1;6230;6230_hn;100;nieuw meetpunt;hoofdtype aanwezig;;117821,60;207694,10;;
2;721906_1;663179_v2014;721906;1;6230;6230_ha;40;bestaand meetpunt;hoofdtype aanwezig;2016-07-29;238013,60;183118,00;721906;"circle: IV2017011813083530; square: IV2017011813535331"
2;745170_1;545814_v2018;745170;1;6230;6230_ha;10;bestaand meetpunt;hoofdtype aanwezig;2016-08-18;223869,50;190126,10;745170;"circle: IV2017012312301685; square: IV2017012312531726"
2;781906_2;273931_v2020;781906;1;6230;6230_hn;30;bestaand meetpunt;hoofdtype aanwezig;2016-08-03;238557,00;187181,20;781906;"circle: IV2017011312251730; square: IV2017011812094287"
