"";"point_code";"legacy_site";"main_type";"type";"phab";"polygon_id";"sac";"grts_ranking";"grts_ranking_draw";"measured_cycle1";"measurement_date";"selected_main_type";"selected_subtype";"panel";"jaar_opname_c2";"x_coord";"y_coord";"db_ref";"recording_givid"
"297";"289078_1";FALSE;"2330";"2330_bu";40;"448340_v2018";0;289078;289078;FALSE;NA;TRUE;TRUE;3;NA;193437,6;191086,1;NA;NA
"298";"332977_1";TRUE;"2170";"2170";65;"511681_v2020";1;8098993;332977;TRUE;2021-09-10;TRUE;FALSE;3;2026;23248,7;199120,9;"wn_17";NA
"299";"33398_1";FALSE;"2310";"2310";100;"637756_v2020";1;33398;33398;FALSE;NA;TRUE;FALSE;1;NA;216765,6;205326,1;NA;NA
"300";"369974_1";FALSE;"7140";"7140_meso";100;"456378_v2018";1;369974;369974;TRUE;2017-07-25;TRUE;TRUE;2;2025;193181,6;189454;"369974";"circle: IV2018031112563585; square: IV2018031113042338"
"301";"386225_1";TRUE;"2180";"2180";100;"539187_v2018";1;9823409;386225;TRUE;2020-09-21;TRUE;FALSE;2;2024;25657,6;199436,1;"oh_01";"circle: IV2020113021114309; square: IV2020113021140253"
"302";"40_1";TRUE;"2130";"2130_hd";100;"597412_v2014";1;41860913;40;TRUE;2018-08-23;TRUE;TRUE;1;2022;31923,9;202743,4;"10186545_2130_hd";"circle: IV2019021811115306; square: IV2019021811185084"
"303";"4155670_1";FALSE;"6410";"6410_mo";100;"611705_v2014";0;4155670;4155670;FALSE;NA;TRUE;FALSE;3;NA;164157,591973471;189166,113583292;NA;NA
"304";"43230_1";FALSE;"4010";"4010";100;"560894_v2018";1;43230;43230;FALSE;NA;TRUE;FALSE;1;NA;163933,6;226286,1;NA;NA
"305";"46006_1";FALSE;"4030";"4030";100;"639290_v2020";1;46006;46006;FALSE;NA;TRUE;FALSE;1;NA;217789,6;200110,1;NA;NA
"306";"462389_1";FALSE;"1330";"1330_da";100;"589296_v2014";1;462389;462389;FALSE;NA;TRUE;TRUE;1;NA;79933,591973471;228302,113583292;NA;NA
"307";"49_1";TRUE;"2120";"2120";85;"590590_v2014";1;24778673;49;TRUE;2019-10-24;TRUE;FALSE;1;2023;30339,6;202104,5;"10239793";"circle: IV2020031621012941; square: IV2020031621034487"
"308";"733862_1";FALSE;"6230";"6230_hn";100;"385647_v2016";0;733862;733862;FALSE;NA;TRUE;TRUE;3;NA;197821,6;174350,1;NA;NA
"309";"912693_1";TRUE;"2190";"2190_mp";NA;"643975_v2014";1;56487221;912693;TRUE;2020-07-02;TRUE;FALSE;2;2024;76831,7;227936,5;"zw_02";"circle: IV2021011121021872; square: IV2021011122264803"
"310";"41814_1";FALSE;"6510";"6510_hu";100;"614562_v2014";0;41814;41814;FALSE;NA;TRUE;TRUE;1;NA;176797,6;191918,1;NA;NA
"311";"41814_2";FALSE;"6510";"6510_hu";100;"614562_v2014";0;41814;41814;FALSE;NA;TRUE;TRUE;1;NA;176797,805;191919,556;NA;NA
"312";"140241_2";FALSE;"6230";"6230_hmo";70;"560968_v2018";1;6431697;140241;TRUE;2022-08-22;TRUE;TRUE;3;2026;50813,6;184110,1;"140241";"circle: IV2022092721033629; square: IV2022092721054512"
"313";"152786_1";FALSE;"2330";"2330_bu";85;"380704_v2020";1;152786;152786;FALSE;NA;TRUE;TRUE;1;NA;220221,591973471;196526,113583292;NA;NA
"314";"1642233_2";FALSE;"6410";"6410_mo";65;"176455_v2020";1;1642233;1642233;TRUE;2018-05-31;TRUE;TRUE;2;2025;124061,4;182984;"1642233";"circle: IV2019010208003898; square: IV2019010208185391"
"315";"186545_1";TRUE;"2160";"2160";91;"511730_v2020";1;48641201;186545;TRUE;2021-08-19;TRUE;FALSE;2;2025;26102,8;200260,4;"hs_04";"circle: IV2022051017294517; square: IV2022051017365431"
"316";"220310_1";FALSE;"6510";"6510_hu";60;"493157_v2018";1;220310;220310;FALSE;NA;TRUE;FALSE;1;NA;166685,591973471;205262,113583292;NA;NA
"317";"2809525_1";FALSE;"1330";"1330_hpr";90;"474851_v2016";0;2809525;2809525;TRUE;2020-08-21;TRUE;FALSE;2;2025;69789,6;219821,9;"2809525";"circle: IV2021012613231236; square: IV2021012613275915"
"318";"307574_1";FALSE;"2330";"2330_bu";100;"533349_v2020";0;307574;307574;FALSE;NA;TRUE;TRUE;3;NA;212413,591973471;213806,113583292;NA;NA
"319";"34514_1";FALSE;"2310";"2310";100;"447917_v2018";1;34514;34514;FALSE;NA;TRUE;FALSE;1;NA;225277,6;189806,1;NA;NA
"320";"394962_1";FALSE;"7140";"7140_oli";100;"460947_v2018";1;394962;394962;FALSE;NA;TRUE;TRUE;1;NA;224989,591973471;188654,113583292;NA;NA
"321";"413749_1";FALSE;"2180";"2180";100;"587725_v2018";1;413749;413749;TRUE;2020-09-09;TRUE;FALSE;2;2024;76797,6;226702,1;"413749";"circle: IV2020120215370449; square: IV2020120215384647"
"322";"43_1";TRUE;"2130";"2130_hd";75;"570739_v2018";1;18602161;43;TRUE;2019-10-25;TRUE;TRUE;2;2024;26572,6;200306,3;"10213553";"circle: IV2020040710584322; square: IV2020040711103110"
"323";"472065_1";FALSE;"1330";"1330_hpr";NA;"449733_v2016";1;472065;472065;TRUE;2015-08-24;TRUE;TRUE;1;2022;58173,4;216238,3;"472065";"circle: IV2017010613314127; square: IV2017010613424129"
"324";"4851218_2";FALSE;"6410";"6410_mo";30;"649530_v2014";0;27919890;4851218;TRUE;2015-06-23;TRUE;FALSE;1;2023;231818;212275,2;"4851218";"circle: IV2017021316470293; square: IV2017021317143301"
"325";"48897_1";FALSE;"4010";"4010";50;"562413_v2018";1;48897;48897;FALSE;NA;TRUE;FALSE;1;NA;61405,591973471;205390,113583292;NA;NA
"326";"49782_1";FALSE;"4030";"4030";30;"638552_v2020";1;49782;49782;FALSE;NA;TRUE;FALSE;1;NA;216861,6;205070,1;NA;NA
"327";"55_1";FALSE;"2120";"2120";30;"560166_v2018";1;10291313;55;TRUE;2019-10-18;TRUE;FALSE;1;2023;53437,6;217518,1;"10291313";"circle: IV2020031719305514; square: IV2020031719352910"
"328";"773970_1";FALSE;"6230";"6230_hmo";50;"548365_v2018";0;773970;773970;FALSE;NA;TRUE;TRUE;1;NA;238621,6;200430,1;NA;NA
"329";"795825_1";TRUE;"2170";"2170";75;"509632_v2020";1;15406257;795825;TRUE;2020-08-27;TRUE;FALSE;2;2025;23817,5;199474;"wn_27";"circle: IV2021020315180623; square: IV2021020315325351"
"330";"999217_1";TRUE;"2190";"2190_mp";60;"624588_v2014";1;13899697;999217;FALSE;NA;TRUE;FALSE;1;NA;30786,3;202189,5;NA;NA
"331";"1223473_1";FALSE;"2190";"2190_mp";NA;"536876_v2018";1;1223473;1223473;TRUE;2020-09-15;TRUE;FALSE;2;2024;37277,6;207022,1;"1223473";"circle: IV2021020914291444; square: IV2021020914425657"
"332";"141010_1";FALSE;"6230";"6230_ha";10;"409732_v2018";1;141010;141010;TRUE;2016-08-18;TRUE;TRUE;1;2023;223741,6;189870,3;"141010";"circle: IV2017012521020429; square: IV2017012521104081"
"333";"177078_1";FALSE;"2330";"2330_bu";90;"639293_v2020";1;177078;177078;FALSE;NA;TRUE;TRUE;1;NA;218205,6;199470,1;NA;NA
"334";"192305_1";TRUE;"2160";"2160";80;"639486_v2014";1;126769;192305;TRUE;2020-07-08;TRUE;FALSE;2;2024;32336;204060,5;"ty_01";"circle: IV2021011309484294; square: IV2021011309504788"
"335";"2160774_2";FALSE;"6410";"6410_mo";80;"361010_v2020";1;11466886;2160774;TRUE;2016-07-06;TRUE;TRUE;1;2023;185036,7;180200,4;"2160774";"circle: IV2017022310474384; square: IV2017022315312444"
"336";"220786_1";FALSE;"6510";"6510_huk";75;"440104_v2018";1;220786;220786;FALSE;NA;TRUE;TRUE;1;NA;219133,6;166830,1;NA;NA
"337";"2875061_1";FALSE;"1330";"1330_hpr";100;"445152_v2016";0;2875061;2875061;FALSE;NA;TRUE;FALSE;3;NA;69949,59;220526,11;NA;NA
"338";"311670_1";FALSE;"2330";"2330_bu";100;"545951_v2018";0;311670;311670;FALSE;NA;TRUE;TRUE;3;NA;212829,591973471;214126,113583292;NA;NA
"339";"35794_1";FALSE;"2310";"2310";50;"587162_v2014";1;35794;35794;FALSE;NA;TRUE;FALSE;1;NA;228317,6;195246,1;NA;NA
"340";"404678_1";FALSE;"7140";"7140_base";90;"427705_v2020";1;404678;404678;FALSE;NA;TRUE;FALSE;1;NA;162077,59;179662,11;NA;NA
"341";"435377_2";FALSE;"2180";"2180";45;"517249_v2018";1;435377;435377;FALSE;NA;TRUE;FALSE;1;NA;25533,59;198606,1;NA;NA
"342";"44_2";TRUE;"2130";"2130_hd";35;"561267_v2018";1;1306417;44;TRUE;2018-09-26;TRUE;TRUE;1;2022;32443;203482;"10219313_2130_hd";"circle: IV2019022017453613; square: IV2019022017491986"
"343";"50102_1";FALSE;"4030";"4030";90;"639351_v2020";1;50102;50102;FALSE;NA;TRUE;FALSE;1;NA;215933,6;201294,1;NA;NA
"344";"538417_1";FALSE;"1330";"1330_da";100;"517441_v2020";1;538417;538417;FALSE;NA;TRUE;TRUE;1;NA;35901,591973471;205390,113583292;NA;NA
"345";"5408201_2";FALSE;"6410";"6410_mo";100;"611607_v2014";0;49448393;5408201;TRUE;2018-06-07;TRUE;FALSE;3;2026;100521,9;195144,4;"5408201";"circle: IV2019012515324710; square: IV2019012515495181"
"346";"57_1";TRUE;"2120";"2120";75;"606676_v2018";1;48836145;57;TRUE;2019-10-23;TRUE;FALSE;1;2023;29326,8;203104,2;"10300977";"circle: IV2020031606440525; square: IV2020031607083552"
"347";"62141_1";FALSE;"4010";"4010";100;"494935_v2018";1;62141;62141;FALSE;NA;TRUE;FALSE;1;NA;152253,6;232974,1;NA;NA
"348";"805942_1";FALSE;"6230";"6230_ha";NA;"358613_v2020";0;805942;805942;TRUE;2019-05-23;TRUE;TRUE;2;2024;198653,6;188110,1;"805942";"circle: IV2020022714453255; square: IV2020022714594591"
"349";"978737_2";FALSE;"2170";"2170";55;"561267_v2018";1;978737;978737;TRUE;2020-08-17;TRUE;FALSE;2;2025;32925,6;203950,1;"978737";"circle: IV2021030415543138; square: IV2021030415574137"
"350";"63270_1";FALSE;"6510";"6510_hu";100;"469639_v2018";0;63270;63270;FALSE;NA;TRUE;TRUE;1;NA;208029,6;165070,1;NA;NA
"351";"63270_2";FALSE;"6510";"6510_hu";100;"469639_v2018";0;63270;63270;FALSE;NA;TRUE;TRUE;1;NA;208030,971;165072,965;NA;NA
"352";"1266865_1";TRUE;"2190";"2190_overig";83;"169674_v2020";1;52270257;1266865;TRUE;2021-08-31;TRUE;TRUE;2;2025;23277,3;198161,9;"wz_13";"circle: IV2022051311560973; square: IV2022051311590152"
"353";"1306417_1";FALSE;"2170";"2170";55;"561267_v2018";1;1306417;1306417;FALSE;NA;TRUE;FALSE;1;NA;32445,59;203470,11;NA;NA
"354";"182482_1";FALSE;"6230";"6230_hn";100;"639281_v2020";1;182482;182482;FALSE;NA;TRUE;TRUE;1;NA;219037,591973471;200270,113583292;NA;NA
"355";"194294_1";FALSE;"2330";"2330_bu";100;"629145_v2020";1;194294;194294;FALSE;NA;TRUE;TRUE;1;NA;189789,591973471;208270,113583292;NA;NA
"356";"194737_1";TRUE;"2160";"2160";100;"638198_v2014";1;48388273;194737;TRUE;2021-08-25;TRUE;FALSE;2;2025;27994,1;201049,3;"nd_03";"circle: IV2022051222520494; square: IV2022051222571398"
"357";"2173889_2";FALSE;"6410";"6410_mo";100;"508139_v2020";1;54340545;2173889;TRUE;2016-08-30;TRUE;TRUE;1;2023;73015,4;205536,9;"2173889";"circle: IV2017020308164723; square: IV2017020308555607"
"358";"375926_1";FALSE;"2330";"2330_bu";100;"475878_v2018";0;375926;375926;FALSE;NA;TRUE;FALSE;3;NA;209693,591973471;210542,113583292;NA;NA
"359";"39762_1";FALSE;"2310";"2310";30;"448049_v2018";1;39762;39762;FALSE;NA;TRUE;FALSE;1;NA;237021,591973471;195182,113583292;NA;NA
"360";"418422_2";FALSE;"7140";"7140_oli";80;"594481_v2020";1;1466998;418422;TRUE;2022-08-26;TRUE;TRUE;3;2027;216093,6;204942,1;"418422";"circle: IV2022090915335554; square: IV2022090915345460"
"361";"436401_1";TRUE;"2180";"2180";100;"511543_v2020";1;25602225;436401;TRUE;2022-09-02;TRUE;FALSE;3;2026;27096,4;199924;"hs_09";NA
"362";"46_1";TRUE;"2130";"2130_hd";80;"645488_v2014";1;11163825;46;TRUE;2019-10-24;TRUE;TRUE;2;2024;27938,8;200861,8;"10221745";"circle: IV2020041012063369; square: IV2020041012121406"
"363";"540341_1";FALSE;"1330";"1330_hpr";100;"560830_v2018";1;540341;540341;TRUE;2015-08-14;TRUE;TRUE;1;2023;69693,6;220686,3;"540341";"circle: IV2017010618124978; square: IV2017010618211064"
"364";"5540438_1";FALSE;"6410";"6410_mo";100;"623948_v2014";0;5540438;5540438;FALSE;NA;TRUE;FALSE;3;NA;174109,591973471;197582,113583292;NA;NA
"365";"57398_1";FALSE;"4030";"4030";100;"491960_v2018";1;57398;57398;FALSE;NA;TRUE;FALSE;1;NA;194173,592;191950,1136;NA;NA
"366";"60_1";FALSE;"2120";"2120";100;"560754_v2018";1;10323381;60;TRUE;2019-10-17;TRUE;FALSE;1;2023;57853,6;220398,1;"10323381";"circle: IV2020031721263370; square: IV2020031721311008"
"367";"65234_1";FALSE;"4010";"4010";20;"588936_v2014";1;65234;65234;FALSE;NA;TRUE;FALSE;1;NA;225949,6;192110,1;NA;NA
"368";"840662_1";FALSE;"6230";"6230_ha";80;"480406_v2018";0;840662;840662;FALSE;NA;TRUE;TRUE;1;NA;178205,59;207726,11;NA;NA
"369";"231702_1";FALSE;"6510";"6510_hus";100;"361019_v2020";1;231702;231702;FALSE;NA;TRUE;TRUE;1;NA;164413,6;187246,1;NA;NA
"370";"231702_2";FALSE;"6510";"6510_hus";100;"361019_v2020";1;231702;231702;FALSE;NA;TRUE;TRUE;1;NA;164414,031;187247,084;NA;NA
"371";"1354545_1";FALSE;"2170";"2170";100;"516966_v2020";1;1354545;1354545;FALSE;NA;TRUE;FALSE;1;NA;36861,591973471;206734,113583292;NA;NA
"372";"1371953_1";FALSE;"2190";"2190_overig";NA;"517734_v2020";1;1371953;1371953;TRUE;2020-07-15;TRUE;TRUE;2;2024;33149,6;203438,1;"1371953";"circle: IV2021011411563611; square: IV2021011412380930"
"373";"188062_1";FALSE;"6230";"6230_hn";80;"560640_v2020";1;188062;188062;TRUE;2022-07-29;TRUE;TRUE;3;2027;185821,6;219662,1;"188062";"circle: IV2022092721093673; square: IV2022092721103894"
"374";"213942_1";FALSE;"2330";"2330_bu";100;"639363_v2020";1;213942;213942;FALSE;NA;TRUE;TRUE;1;NA;215965,6;200270,1;NA;NA
"375";"228977_2";FALSE;"2160";"2160";100;"516805_v2020";1;50560625;228977;TRUE;2020-07-23;TRUE;FALSE;2;2024;39953,4;208699,1;"228977";"circle: IV2021011523012885; square: IV2021011523051835"
"376";"2334002_1";FALSE;"6410";"6410_mo";80;"358968_v2020";1;2334002;2334002;TRUE;2016-06-20;TRUE;TRUE;2;2024;225053,6;178542,1;"2334002";"circle: IV2017022413245704; square: IV2017022413445592"
"377";"402390_1";FALSE;"2330";"2330";100;"575608_v2014";0;402390;402390;FALSE;NA;TRUE;FALSE;3;NA;181021,591973471;209582,113583292;NA;NA
"378";"419538_1";FALSE;"7140";"7140_oli";90;"455999_v2018";1;419538;419538;TRUE;2016-09-23;TRUE;TRUE;1;2022;223581,7;188718;"419538";"circle: IV2017021514542213; square: IV2017021515052872"
"379";"43566_1";FALSE;"2310";"2310";70;"474996_v2018";1;43566;43566;FALSE;NA;TRUE;FALSE;1;NA;195709,591973471;224462,113583292;NA;NA
"380";"470325_1";FALSE;"2180";"2180";100;"587725_v2018";1;470325;470325;TRUE;2020-09-09;TRUE;FALSE;2;2024;76701,6;226830,1;"470325";"circle: IV2020120215451489; square: IV2020120215464258"
"381";"48_1";TRUE;"2130";"2130_hd";25;"590380_v2014";1;55525169;48;TRUE;2019-10-24;TRUE;TRUE;2;2024;30805,9;202294,6;"10235441";"circle: IV2020040610220027; square: IV2020040610284725"
"382";"57974_1";FALSE;"4030";"4030";100;"594475_v2020";1;57974;57974;FALSE;NA;TRUE;FALSE;1;NA;216381,6;205358,1;NA;NA
"383";"593461_1";FALSE;"1330";"1330_da";90;"589576_v2014";1;593461;593461;FALSE;NA;TRUE;TRUE;1;NA;80189,591973471;228590,113583292;NA;NA
"384";"61_1";FALSE;"2120";"2120";75;"606676_v2018";1;10333745;61;TRUE;2019-10-23;TRUE;FALSE;1;2023;29917,6;203374,1;"10333745";"circle: IV2020031007173720; square: IV2020031007315831"
"385";"65522_1";FALSE;"4010";"4010";100;"357266_v2020";1;65522;65522;FALSE;NA;TRUE;FALSE;1;NA;239645,6;181774,1;NA;NA
"386";"69385_1";FALSE;"6510";"6510_hu";70;"570802_v2018";0;69385;69385;FALSE;NA;TRUE;TRUE;1;NA;108541,6;217230,1;NA;NA
"387";"911617_2";FALSE;"6230";"6230_hn";NA;"574648_v2014";0;911617;911617;TRUE;2020-10-13;TRUE;TRUE;3;2026;66396,3;206189,8;"911617";"circle: IV2021012514434193; square: IV2021012515060055"
"388";"1375541_1";FALSE;"2190";"2190_overig";80;"619213_v2014";1;1375541;1375541;TRUE;2020-07-01;TRUE;TRUE;2;2024;77533,6;227822,1;"1375541";"circle: IV2021011114133629; square: IV2021011114203839"
"389";"1381553_1";TRUE;"2170";"2170";20;"511689_v2020";1;25777329;1381553;TRUE;2020-09-02;TRUE;FALSE;2;2025;22636,8;198720,4;"wn_05";"circle: IV2021012515511275; square: IV2021012516111513"
"390";"198930_1";FALSE;"6230";"6230_hmo";100;"629567_v2020";1;198930;198930;TRUE;2022-09-26;TRUE;TRUE;3;2026;223773,6;217422,1;"198930";"circle: IV2022092720533326; square: IV2022092720553467"
"391";"218322_1";FALSE;"2330";"2330_bu";20;"380699_v2020";1;218322;218322;FALSE;NA;TRUE;TRUE;1;NA;220221,603333333;196846,109;NA;NA
"392";"2435666_1";FALSE;"6410";"6410_mo";NA;"546085_v2018";1;2435666;2435666;TRUE;2021-07-07;TRUE;TRUE;3;2026;237181,6;193038,1;"2435666";"circle: IV2022031008503476; square: IV2022031009405074"
"393";"249649_2";TRUE;"2160";"2160";75;"545377_v2018";1;6541105;249649;TRUE;2020-09-28;TRUE;FALSE;2;2024;33985,2;204743,9;"sd_02";"circle: IV2021021815145590; square: IV2021021816160483"
"394";"438646_1";FALSE;"2330";"2330_bu";100;"533349_v2020";0;438646;438646;FALSE;NA;TRUE;FALSE;3;NA;212413,591973471;214446,113583292;NA;NA
"395";"45790_1";FALSE;"2310";"2310";100;"541897_v2016";1;45790;45790;FALSE;NA;TRUE;FALSE;1;NA;154429,6;231822,1;NA;NA
"396";"471990_1";FALSE;"7140";"7140_meso";NA;"646321_v2020";1;471990;471990;TRUE;2017-08-17;TRUE;TRUE;2;2025;217245,6;198478,1;"471990";"circle: IV2018031108343898; square: IV2018031109022283"
"397";"50_1";TRUE;"2130";"2130_hd";60;"444991_v2014";1;36466481;50;TRUE;2018-08-21;TRUE;TRUE;1;2022;32953;202861,7;"10252081";"circle: IV2019022011461240; square: IV2019022011550085"
"398";"501937_1";FALSE;"2180";"2180";78;"511690_v2020";1;501937;501937;TRUE;2022-09-08;TRUE;FALSE;3;2026;26397,59;199982,11;"501937";NA
"399";"58014_1";FALSE;"4030";"4030";100;"576226_v2020";1;58014;58014;FALSE;NA;TRUE;FALSE;1;NA;181757,592;220686,1136;NA;NA
"400";"63_1";FALSE;"2120";"2120";100;"448278_v2018";1;10342193;63;TRUE;2019-10-15;TRUE;FALSE;2;2024;33629,6;204462,1;"10342193";"circle: IV2020031623314554; square: IV2020031623341355"
"401";"658997_1";FALSE;"1330";"1330_da";100;"589296_v2014";1;658997;658997;FALSE;NA;TRUE;TRUE;1;NA;79869,591973471;228366,113583292;NA;NA
"402";"66270_1";FALSE;"4010";"4010";100;"541919_v2016";1;66270;66270;FALSE;NA;TRUE;FALSE;1;NA;153373,6;233006,1;NA;NA
"403";"937014_2";FALSE;"6230";"6230_hn";60;"358613_v2020";0;937014;937014;TRUE;2019-05-23;TRUE;TRUE;2;2025;198983,1;188246,2;"937014";"circle: IV2020022715151720; square: IV2020022715235211"
"404";"258390_1";FALSE;"6510";"6510_hu";100;"412941_v2020";1;258390;258390;FALSE;NA;TRUE;FALSE;1;NA;184349,6;190318,1;NA;NA
"405";"258390_2";FALSE;"6510";"6510_hu";100;"412941_v2020";1;258390;258390;FALSE;NA;TRUE;FALSE;1;NA;184349,958;190319,959;NA;NA
"406";"79089_1";FALSE;"6510";"6510_hu";100;"662606_v2014";0;79089;79089;FALSE;NA;TRUE;TRUE;2;NA;41821,6;194062,1;NA;NA
"407";"79089_2";FALSE;"6510";"6510_hu";100;"662606_v2014";0;79089;79089;FALSE;NA;TRUE;TRUE;2;NA;41821,722;194058,027;NA;NA
"408";"1421105_1";FALSE;"2190";"2190_mp";NA;"487758_v2020";1;1421105;1421105;TRUE;2020-07-15;TRUE;FALSE;2;2024;33341,6;203502,1;"1421105";"circle: IV2021011414082974; square: IV2021011414113050"
"409";"1545393_1";TRUE;"2170";"2170";100;"517167_v2018";1;30905521;1545393;TRUE;2020-08-27;TRUE;FALSE;2;2025;23444;199054,7;"wn_20";"circle: IV2021020318044186; square: IV2021020318085555"
"410";"201006_2";FALSE;"6230";"6230_hn";NA;"511136_v2018";1;33755438;201006;TRUE;2016-06-27;TRUE;TRUE;1;2023;191172,3;230421,1;"201006";"circle: IV2017012010235498; square: IV2017012011231757"
"411";"222418_1";FALSE;"2330";"2330_dw";20;"508647_v2018";1;222418;222418;FALSE;NA;TRUE;TRUE;1;NA;221757,591973471;197870,113583292;NA;NA
"412";"2468182_2";FALSE;"6410";"6410_mo";15;"182807_v2016";1;10857782;2468182;TRUE;2015-05-29;TRUE;TRUE;1;2022;185891,9;186692,9;"2468182";"circle: IV2017021009391220; square: IV2017021009570606"
"413";"261429_1";TRUE;"2160";"2160";50;"642989_v2014";1;23395637;261429;TRUE;2020-09-14;TRUE;FALSE;2;2024;77400,1;228058,8;"zw_05";"circle: IV2021021516334763; square: IV2021021516522470"
"414";"482290_1";FALSE;"7140";"7140_meso";NA;"357047_v2020";1;482290;482290;TRUE;2016-09-13;TRUE;TRUE;2;2024;240861,3;181198,2;"482290";"circle: IV2017021513022196; square: IV2017021513104974"
"415";"51_1";TRUE;"2130";"2130_hd";95;"544605_v2018";1;32108337;51;TRUE;2018-07-20;TRUE;TRUE;1;2022;32431,7;203928,5;"10260273";"circle: IV2019021817083167; square: IV2019021817150496"
"416";"512177_1";FALSE;"2180";"2180";70;"152749_v2020";1;512177;512177;TRUE;2020-09-17;TRUE;FALSE;2;2024;24061,6;196430,1;"512177";"circle: IV2021020912560994; square: IV2021020913072938"
"417";"54482_1";FALSE;"2310";"2310";100;"421317_v2020";1;54482;54482;FALSE;NA;TRUE;FALSE;1;NA;220445,591973471;197134,113583292;NA;NA
"418";"60894_1";FALSE;"4030";"4030";100;"528589_v2018";1;60894;60894;FALSE;NA;TRUE;FALSE;1;NA;163581,594;226862,107;NA;NA
"419";"64_1";FALSE;"2120";"2120";100;"444735_v2016";1;10350385;64;TRUE;2018-07-16;TRUE;FALSE;1;2022;32701,6;204014,1;"10350385";"circle: IV2019032208302341; square: IV2019032208584087"
"420";"68562_1";FALSE;"4010";"4010";100;"562104_v2014";1;68562;68562;FALSE;NA;TRUE;FALSE;1;NA;227869,6;194478,1;NA;NA
"421";"687413_1";FALSE;"1330";"1330_da";50;"589493_v2014";1;687413;687413;FALSE;NA;TRUE;TRUE;1;NA;79325,591973471;228526,113583292;NA;NA
"422";"958166_1";FALSE;"6230";"6230_ha";80;"591931_v2016";0;958166;958166;TRUE;2021-08-17;TRUE;TRUE;3;2027;176637,6;208206,1;"958166";"circle: IV2022032414092660; square: IV2022032414455990"
"423";"100118_1";FALSE;"6510";"6510_hu";100;"451376_v2018";0;100118;100118;FALSE;NA;TRUE;TRUE;2;NA;155453,591973471;193102,113583292;NA;NA
"424";"1068086_1";FALSE;"6230";"6230_ha";NA;"358537_v2020";0;1068086;1068086;TRUE;2019-05-23;TRUE;TRUE;2;2025;198204,7;187885,7;"1068086";"circle: IV2020021916160633; square: IV2020021916204322"
"425";"1660081_1";FALSE;"2190";"2190_mp";NA;"511689_v2020";1;1660081;1660081;TRUE;2020-09-02;TRUE;FALSE;2;2024;22781,6;198670,1;"1660081";"circle: IV2021012918041681; square: IV2021012918061488"
"426";"1797937_1";FALSE;"2170";"2170";40;"561349_v2018";1;1797937;1797937;FALSE;NA;TRUE;FALSE;1;NA;32605,6;203150,1;NA;NA
"427";"201938_3";FALSE;"6230";"6230_hn";80;"414144_v2020";1;15317202;201938;TRUE;2022-08-26;TRUE;TRUE;3;2027;218717,6;198190,1;"201938";"circle: IV2022090915325501; square: IV2022090915335608"
"428";"225910_1";FALSE;"2330";"2330_bu";100;"638865_v2020";1;225910;225910;FALSE;NA;TRUE;TRUE;1;NA;218237,6;204046,1;NA;NA
"429";"2479154_2";FALSE;"6410";"6410_mo";40;"329817_v2016";1;36033586;2479154;TRUE;2016-06-16;TRUE;TRUE;2;2024;221819,9;175438,1;"2479154";"circle: IV2017022414255992; square: IV2017022414402631"
"430";"273969_1";TRUE;"2160";"2160";90;"638500_v2014";1;44903985;273969;TRUE;2021-08-16;TRUE;FALSE;2;2025;29581,5;202789,3;"sc_03";"circle: IV2022042912314790; square: IV2022042912482620"
"431";"280854_1";FALSE;"6510";"6510_hus";100;"422744_v2020";1;280854;280854;FALSE;NA;TRUE;TRUE;1;NA;164317,591973471;187438,113583292;NA;NA
"432";"509686_3";FALSE;"7140";"7140_oli";100;"632417_v2020";1;17286902;509686;TRUE;2022-08-24;TRUE;TRUE;3;2027;186045,6;210222,1;"509686";"circle: IV2022092720593593; square: IV2022092721013931"
"433";"517297_1";FALSE;"2180";"2180";98;"490473_v2020";1;517297;517297;TRUE;2022-08-31;TRUE;FALSE;3;2026;25117,6;199278,1;"517297";NA
"434";"52_1";TRUE;"2130";"2130_hd";80;"511699_v2020";1;10840241;52;TRUE;2019-10-25;TRUE;TRUE;2;2024;26532,9;199123;"10266801";"circle: IV2020032508252645; square: IV2020032508304942"
"435";"55670_1";FALSE;"2310";"2310";100;"500144_v2018";1;55670;55670;FALSE;NA;TRUE;FALSE;1;NA;214781,591973471;216974,113583292;NA;NA
"436";"61138_1";FALSE;"4030";"4030";95;"315781_v2016";1;61138;61138;FALSE;NA;TRUE;FALSE;1;NA;225885,6;190286,1;NA;NA
"437";"65_2";FALSE;"2120";"2120";70;"497287_v2020";1;60685621;65;TRUE;2019-10-28;TRUE;FALSE;2;2024;77657,6;228544,6;"10353973";"circle: IV2020032310484895; square: IV2020032310554905"
"438";"695297_2";FALSE;"1330";"1330_hpr";NA;"445017_v2016";1;695297;695297;TRUE;2015-08-19;TRUE;TRUE;1;2023;56765,3;211970,5;"695297";"circle: IV2017011215545335; square: IV2017011216070022"
"439";"71902_1";FALSE;"4010";"4010";100;"601200_v2014";1;71902;71902;FALSE;NA;TRUE;FALSE;1;NA;163037,6;225486,1;NA;NA
"440";"100297_1";FALSE;"6510";"6510_hu";70;"601302_v2014";0;100297;100297;FALSE;NA;TRUE;TRUE;2;NA;93981,6;194670,1;NA;NA
"441";"1116790_1";FALSE;"6230";"6230_ha";50;"590909_v2018";0;1116790;1116790;FALSE;NA;TRUE;FALSE;2;NA;215645,59;209294,11;NA;NA
